sector,age,gender,origin_region,italian_region,years_in_italy,italian_language_level,weekly_work_hours,knows_stp_rights,has_used_stp,er_only_healthcare,workplace_injury_12m,unmet_healthcare_need,fear_of_deportation
Logistics,33,Female,Sub-Saharan Africa,Sicilia,10.5,Fluent,60,0,0,1,0,1,1
Gig Economy,22,Male,Latin America,Lombardia,2.2,Basic,40,0,0,1,0,1,1
Gig Economy,28,Male,Sub-Saharan Africa,Emilia-Romagna,8.2,Intermediate,46,1,0,1,0,1,1
Agriculture,34,Female,Eastern Europe,Piemonte,2.4,Basic,69,0,0,1,1,1,1
Construction,29,Male,South Asia,Piemonte,15.5,Fluent,57,0,0,1,0,1,1
Construction,31,Female,Latin America,Sicilia,12.9,Fluent,55,1,0,0,0,1,1
Agriculture,27,Female,North Africa,Toscana,1.6,Intermediate,55,1,0,1,0,1,1
Domestic Work,19,Female,Eastern Europe,Puglia,8.7,Basic,57,1,1,0,0,0,1
Hospitality,34,Male,Sub-Saharan Africa,Lazio,7.5,Fluent,68,1,1,0,1,0,0
Hospitality,46,Male,Eastern Europe,Veneto,0.9,None,65,0,0,1,0,0,1
Hospitality,32,Female,Latin America,Lombardia,3.9,Basic,66,1,0,1,0,0,1
Agriculture,33,Male,North Africa,Lombardia,0.5,Intermediate,57,0,0,1,0,1,0
Domestic Work,37,Male,Eastern Europe,Lazio,7.2,None,43,1,1,1,1,1,0
Hospitality,21,Male,North Africa,Lombardia,0.8,Intermediate,53,0,0,0,0,1,0
Domestic Work,45,Male,Southeast Asia,Lazio,0.5,None,48,0,0,1,0,1,0
Hospitality,33,Male,North Africa,Lombardia,2.0,Intermediate,66,0,0,1,0,0,1
Domestic Work,45,Female,Latin America,Lombardia,3.4,Basic,57,0,0,1,0,1,0
Logistics,26,Female,Latin America,Puglia,7.7,Intermediate,62,1,0,1,0,1,1
Hospitality,46,Male,North Africa,Lombardia,14.6,Basic,43,1,0,0,0,0,1
Gig Economy,38,Male,Sub-Saharan Africa,Toscana,2.3,Basic,36,0,0,1,0,0,0
Logistics,36,Male,North Africa,Lombardia,0.5,None,59,0,0,1,1,0,1
Logistics,33,Female,Latin America,Puglia,5.5,Intermediate,65,0,0,1,0,1,0
Logistics,30,Male,Sub-Saharan Africa,Sicilia,3.3,None,57,0,0,1,0,1,1
Construction,41,Female,North Africa,Emilia-Romagna,2.4,None,70,0,0,1,0,1,1
Gig Economy,33,Male,Latin America,Toscana,1.5,None,41,0,0,1,1,1,1
Logistics,18,Female,Sub-Saharan Africa,Lombardia,2.8,Basic,48,0,0,1,0,1,1
Agriculture,23,Male,Eastern Europe,Calabria,1.7,Intermediate,54,0,0,1,1,0,1
Agriculture,30,Female,Sub-Saharan Africa,Sicilia,5.7,Fluent,54,1,1,1,1,0,0
Logistics,34,Male,South Asia,Sicilia,3.1,Basic,62,0,0,1,0,1,1
Gig Economy,31,Female,Latin America,Emilia-Romagna,8.4,Intermediate,46,1,0,1,0,1,0
Hospitality,41,Male,South Asia,Lazio,3.1,Intermediate,42,1,1,0,0,0,1
Hospitality,18,Female,Sub-Saharan Africa,Sicilia,1.1,None,62,0,0,1,0,1,1
Agriculture,33,Female,Southeast Asia,Lazio,7.6,Intermediate,45,1,1,1,0,0,0
Hospitality,18,Male,Sub-Saharan Africa,Veneto,3.3,Intermediate,46,1,1,0,0,1,1
Gig Economy,38,Female,Middle East,Lombardia,0.9,None,37,0,0,1,0,1,1
Agriculture,31,Male,Middle East,Puglia,3.9,None,61,0,0,0,0,0,1
Hospitality,35,Male,Sub-Saharan Africa,Lombardia,1.8,None,56,1,0,1,0,0,1
Gig Economy,25,Male,South Asia,Lazio,7.4,Intermediate,65,0,0,1,0,1,1
Logistics,42,Male,Eastern Europe,Veneto,2.4,None,65,0,0,1,0,0,0
Domestic Work,40,Female,North Africa,Piemonte,5.2,Basic,59,1,0,1,0,1,1
Gig Economy,36,Female,South Asia,Emilia-Romagna,0.5,None,52,0,0,0,1,0,1
Construction,30,Male,Eastern Europe,Lazio,2.0,None,47,0,0,0,1,1,0
Gig Economy,36,Male,South Asia,Lombardia,16.4,Basic,51,0,0,1,1,0,1
Hospitality,26,Female,Southeast Asia,Piemonte,6.6,Fluent,59,0,0,1,0,1,1
Agriculture,38,Female,South Asia,Calabria,0.7,None,65,0,0,1,0,1,1
Domestic Work,45,Male,South Asia,Piemonte,1.3,Basic,44,0,0,1,0,1,1
Agriculture,40,Female,South Asia,Campania,1.6,Basic,63,0,0,1,1,1,1
Construction,26,Male,Middle East,Puglia,4.2,Intermediate,47,1,0,0,1,0,1
Domestic Work,34,Male,Eastern Europe,Campania,5.7,Intermediate,39,1,1,0,0,0,0
Hospitality,21,Female,Latin America,Veneto,5.5,Basic,46,0,0,0,0,1,0
Hospitality,36,Male,Sub-Saharan Africa,Veneto,2.9,Intermediate,55,0,0,0,0,1,0
Agriculture,35,Male,Sub-Saharan Africa,Campania,6.7,Intermediate,50,1,0,0,0,0,1
Gig Economy,18,Male,Sub-Saharan Africa,Piemonte,2.3,Intermediate,46,0,0,1,1,1,0
Construction,22,Female,North Africa,Veneto,0.5,None,62,0,0,1,0,1,1
Domestic Work,29,Female,North Africa,Lazio,3.3,Fluent,39,0,0,1,0,0,1
Logistics,29,Male,Eastern Europe,Lazio,12.2,Fluent,53,0,0,1,0,0,1
Hospitality,22,Male,Sub-Saharan Africa,Lombardia,6.3,Fluent,55,1,0,1,0,1,1
Construction,35,Male,Middle East,Emilia-Romagna,3.5,Intermediate,56,1,1,1,0,0,1
Logistics,34,Male,South Asia,Lazio,4.2,Basic,54,1,0,1,0,0,1
Construction,30,Male,Middle East,Lombardia,10.7,Fluent,61,1,0,1,0,0,1
Gig Economy,25,Female,South Asia,Emilia-Romagna,2.2,Intermediate,54,0,0,1,0,1,0
Agriculture,40,Male,North Africa,Toscana,1.6,Fluent,69,0,0,1,0,0,1
Hospitality,45,Male,Sub-Saharan Africa,Piemonte,15.1,Basic,54,0,0,1,0,1,1
Agriculture,28,Male,North Africa,Veneto,8.0,Fluent,55,1,0,1,0,1,1
Gig Economy,27,Male,North Africa,Sicilia,1.6,None,44,0,0,1,0,1,1
Gig Economy,35,Female,North Africa,Puglia,2.5,Basic,52,0,0,0,0,1,1
Hospitality,29,Male,North Africa,Piemonte,2.1,None,51,1,1,1,0,0,1
Agriculture,30,Male,Eastern Europe,Emilia-Romagna,0.6,None,55,0,0,1,0,0,0
Domestic Work,37,Male,Eastern Europe,Lazio,12.7,Fluent,44,0,0,0,0,1,0
Hospitality,18,Male,Latin America,Calabria,2.1,None,49,0,0,1,0,0,0
Hospitality,42,Male,Sub-Saharan Africa,Lazio,8.3,Intermediate,56,1,0,1,0,1,1
Hospitality,32,Male,Eastern Europe,Lazio,0.8,Basic,43,0,0,0,1,1,1
Agriculture,28,Male,North Africa,Campania,3.2,None,62,0,0,0,0,1,1
Agriculture,31,Male,Sub-Saharan Africa,Lombardia,0.5,None,65,0,0,1,0,1,1
Gig Economy,31,Male,North Africa,Calabria,5.8,Intermediate,45,0,0,1,0,1,1
Hospitality,18,Male,Sub-Saharan Africa,Emilia-Romagna,3.5,Basic,70,0,0,1,0,0,1
Logistics,43,Female,South Asia,Veneto,3.9,Intermediate,58,0,0,1,0,1,1
Gig Economy,32,Male,Sub-Saharan Africa,Emilia-Romagna,0.5,Fluent,37,1,0,1,0,1,1
Gig Economy,35,Male,South Asia,Veneto,0.9,None,47,0,0,1,0,0,0
Domestic Work,39,Male,Eastern Europe,Lombardia,0.5,None,48,1,0,1,0,1,1
Hospitality,23,Male,Eastern Europe,Emilia-Romagna,1.4,Basic,58,0,0,1,0,1,0
Agriculture,35,Female,Middle East,Toscana,3.9,Intermediate,57,0,0,1,1,1,1
Gig Economy,29,Male,Eastern Europe,Campania,3.3,Basic,41,0,0,1,0,1,0
Gig Economy,38,Female,South Asia,Piemonte,3.8,None,41,0,0,1,0,0,1
Agriculture,18,Male,Southeast Asia,Lazio,3.2,Intermediate,54,0,0,1,1,1,0
Agriculture,31,Male,Southeast Asia,Lazio,1.3,Fluent,55,1,0,1,0,1,1
Domestic Work,27,Female,North Africa,Lombardia,1.1,Basic,38,0,0,0,0,0,1
Hospitality,35,Male,North Africa,Campania,0.6,None,49,0,0,1,0,1,1
Hospitality,35,Male,Middle East,Sicilia,7.6,Fluent,60,0,0,1,0,0,1
Agriculture,26,Male,North Africa,Sicilia,3.8,Intermediate,73,0,0,1,0,0,0
Gig Economy,26,Female,Southeast Asia,Campania,0.8,Basic,56,0,0,1,1,1,0
Logistics,31,Male,South Asia,Emilia-Romagna,0.8,Basic,68,0,0,1,1,1,1
Hospitality,24,Female,Sub-Saharan Africa,Toscana,8.3,Fluent,62,1,0,1,0,0,1
Hospitality,38,Male,North Africa,Lazio,5.4,Intermediate,61,0,0,1,0,1,1
Domestic Work,29,Female,North Africa,Lombardia,4.3,Fluent,45,0,0,1,0,1,0
Hospitality,18,Male,Latin America,Calabria,2.1,Basic,56,0,0,1,0,1,1
Logistics,29,Female,Middle East,Emilia-Romagna,1.2,Intermediate,54,0,0,1,0,0,1
Hospitality,23,Male,Sub-Saharan Africa,Calabria,15.5,Basic,53,0,0,0,0,1,1
Logistics,18,Female,South Asia,Lazio,6.4,Basic,58,0,0,1,1,1,1
Hospitality,22,Male,Latin America,Toscana,1.4,Intermediate,60,0,0,0,0,1,1
Gig Economy,32,Male,Eastern Europe,Lazio,7.5,Basic,53,0,0,1,0,1,1
Hospitality,42,Male,Sub-Saharan Africa,Lazio,5.7,Intermediate,53,0,0,1,0,1,1
Construction,34,Male,North Africa,Veneto,1.4,None,55,0,0,1,0,1,1
Hospitality,27,Male,Eastern Europe,Lazio,2.2,Intermediate,58,0,0,0,0,1,1
Gig Economy,35,Female,Latin America,Lombardia,0.8,None,55,0,0,1,0,1,1
Domestic Work,28,Female,North Africa,Lazio,0.5,Basic,35,0,0,1,0,1,1
Agriculture,26,Male,Sub-Saharan Africa,Lombardia,5.1,Intermediate,51,0,0,1,1,0,1
Gig Economy,22,Female,Middle East,Toscana,1.2,None,58,0,0,1,0,1,1
Logistics,18,Male,Eastern Europe,Veneto,6.9,Intermediate,57,0,0,0,0,1,0
Logistics,28,Male,North Africa,Lombardia,20.0,Basic,54,0,0,1,0,0,0
Agriculture,33,Female,Sub-Saharan Africa,Lombardia,0.5,None,57,0,0,1,0,1,1
Domestic Work,31,Female,Eastern Europe,Lombardia,2.6,Basic,45,0,0,0,0,0,0
Agriculture,28,Female,Sub-Saharan Africa,Emilia-Romagna,6.5,None,64,1,0,1,1,0,1
Gig Economy,24,Male,South Asia,Lombardia,6.2,Fluent,41,1,0,1,0,0,1
Agriculture,36,Female,North Africa,Piemonte,5.7,None,60,0,0,1,0,0,1
Gig Economy,21,Male,Sub-Saharan Africa,Lombardia,1.7,Basic,51,0,0,1,1,1,1
Hospitality,38,Male,Eastern Europe,Lazio,2.4,Basic,58,1,0,1,0,0,0
Gig Economy,23,Male,South Asia,Sicilia,3.6,Intermediate,51,0,0,1,0,1,1
Domestic Work,25,Female,Eastern Europe,Toscana,14.6,Intermediate,52,1,0,1,0,1,1
Hospitality,20,Female,Sub-Saharan Africa,Lombardia,1.6,Basic,50,0,0,1,0,0,1
Agriculture,27,Female,South Asia,Sicilia,10.3,Intermediate,52,0,0,1,0,0,1
Hospitality,39,Male,South Asia,Veneto,1.3,Basic,74,0,0,0,0,1,0
Gig Economy,36,Male,Middle East,Sicilia,18.1,Basic,47,1,0,0,0,1,1
Hospitality,39,Male,Southeast Asia,Emilia-Romagna,4.4,Intermediate,53,0,0,0,0,1,0
Gig Economy,36,Male,Sub-Saharan Africa,Toscana,2.5,None,55,0,0,1,0,0,1
Construction,23,Male,Latin America,Calabria,3.8,None,67,0,0,0,0,1,1
Logistics,29,Female,Eastern Europe,Lazio,1.3,Basic,53,0,0,1,1,1,0
Agriculture,25,Male,Middle East,Emilia-Romagna,1.3,Basic,52,0,0,1,1,0,0
Construction,42,Male,Sub-Saharan Africa,Campania,0.5,None,45,0,0,1,0,0,1
Domestic Work,22,Male,Eastern Europe,Lombardia,0.5,Basic,60,0,0,1,0,0,1
Hospitality,39,Male,South Asia,Lombardia,1.7,Basic,46,0,0,1,0,0,1
Logistics,39,Male,Sub-Saharan Africa,Lombardia,5.8,Basic,57,1,0,1,0,0,1
Hospitality,46,Female,Middle East,Emilia-Romagna,3.7,None,47,1,0,1,1,1,1
Domestic Work,28,Female,North Africa,Veneto,0.5,Basic,36,0,0,1,0,0,0
Domestic Work,37,Female,Sub-Saharan Africa,Veneto,7.6,Intermediate,45,1,0,1,0,0,1
Gig Economy,50,Male,South Asia,Lombardia,3.7,Basic,42,0,0,0,0,0,1
Construction,27,Male,Eastern Europe,Campania,13.0,Intermediate,49,0,0,1,0,1,1
Gig Economy,19,Male,Eastern Europe,Puglia,4.4,Intermediate,66,0,0,1,0,0,0
Agriculture,18,Female,Sub-Saharan Africa,Campania,0.8,None,63,0,0,1,0,1,0
Hospitality,37,Female,Middle East,Emilia-Romagna,2.6,Basic,62,0,0,1,0,0,1
Construction,18,Male,South Asia,Piemonte,4.2,Intermediate,61,0,0,0,0,1,1
Hospitality,29,Male,Sub-Saharan Africa,Piemonte,0.5,Basic,54,0,0,1,0,0,1
Construction,35,Male,Southeast Asia,Veneto,0.5,None,51,0,0,1,0,1,1
Construction,33,Female,Sub-Saharan Africa,Sicilia,0.6,None,56,0,0,1,0,1,1
Agriculture,35,Female,Sub-Saharan Africa,Campania,1.2,None,61,0,0,0,1,0,1
Hospitality,33,Male,North Africa,Sicilia,2.2,Basic,50,0,0,1,0,0,0
Logistics,42,Male,Latin America,Lazio,2.7,Intermediate,59,1,1,0,1,1,1
Logistics,24,Male,South Asia,Lazio,0.6,None,52,0,0,1,0,1,1
Logistics,26,Male,Middle East,Lombardia,4.5,Basic,56,0,0,1,0,1,1
Hospitality,25,Male,Latin America,Piemonte,3.6,Intermediate,52,0,0,0,0,0,1
Domestic Work,38,Male,Sub-Saharan Africa,Campania,1.4,Intermediate,37,0,0,0,0,1,1
Gig Economy,39,Female,Eastern Europe,Lazio,0.5,Intermediate,31,0,0,0,1,0,1
Logistics,35,Female,Sub-Saharan Africa,Lazio,0.5,Basic,50,0,0,0,0,1,1
Logistics,41,Male,North Africa,Puglia,2.0,Intermediate,72,0,0,0,0,0,1
Gig Economy,22,Female,Latin America,Sicilia,0.7,None,47,0,0,1,1,0,1
Agriculture,45,Male,Middle East,Veneto,1.9,None,66,0,0,1,0,0,1
Gig Economy,44,Male,South Asia,Emilia-Romagna,4.0,None,33,0,0,1,0,0,1
Domestic Work,37,Male,North Africa,Veneto,3.2,Intermediate,39,1,0,1,0,1,1
Gig Economy,46,Male,North Africa,Campania,1.1,None,39,0,0,1,0,1,1
Domestic Work,18,Male,Sub-Saharan Africa,Puglia,1.7,Basic,46,0,0,0,0,0,1
Domestic Work,27,Male,Sub-Saharan Africa,Lombardia,3.8,Basic,67,0,0,1,0,0,0
Hospitality,26,Male,South Asia,Campania,7.9,Basic,58,1,0,0,0,1,1
Domestic Work,37,Female,Eastern Europe,Lazio,5.6,Fluent,61,0,0,1,0,0,0
Hospitality,23,Male,North Africa,Veneto,3.2,Basic,52,0,0,1,0,1,1
Construction,38,Male,Sub-Saharan Africa,Campania,1.8,Basic,65,0,0,1,0,1,1
Logistics,42,Male,Latin America,Veneto,1.8,Intermediate,74,0,0,1,0,1,1
Domestic Work,37,Female,Latin America,Lombardia,8.5,None,47,1,0,1,0,1,1
Domestic Work,34,Male,North Africa,Veneto,0.5,Basic,43,0,0,1,0,1,0
Construction,24,Female,Sub-Saharan Africa,Lazio,17.7,Fluent,44,0,0,0,1,0,0
Construction,25,Male,Eastern Europe,Lombardia,4.4,Fluent,52,1,0,1,0,1,0
Logistics,41,Male,Sub-Saharan Africa,Lombardia,4.6,Fluent,58,1,1,1,0,0,1
Hospitality,38,Male,Sub-Saharan Africa,Piemonte,0.5,None,71,0,0,1,0,1,1
Gig Economy,31,Male,Eastern Europe,Campania,3.7,Intermediate,39,0,0,1,0,1,1
Hospitality,28,Male,South Asia,Emilia-Romagna,2.7,None,55,0,0,1,0,1,1
Agriculture,18,Male,South Asia,Toscana,0.5,None,45,0,0,1,0,1,1
Logistics,23,Male,South Asia,Toscana,1.3,None,54,0,0,1,0,1,1
Domestic Work,47,Male,South Asia,Veneto,8.8,Basic,50,0,0,1,0,1,0
Agriculture,21,Male,South Asia,Campania,3.2,Fluent,64,0,0,1,0,0,1
Construction,33,Female,Middle East,Campania,2.1,Basic,59,0,0,1,0,1,1
Hospitality,40,Male,Sub-Saharan Africa,Emilia-Romagna,0.5,Basic,58,0,0,1,1,1,1
Domestic Work,21,Female,South Asia,Veneto,5.0,Basic,52,0,0,1,0,0,0
Domestic Work,33,Female,Sub-Saharan Africa,Sicilia,4.9,Basic,48,0,0,1,0,1,1
Gig Economy,39,Male,Middle East,Sicilia,3.8,Fluent,41,1,1,1,0,0,0
Agriculture,32,Male,North Africa,Lombardia,2.9,None,45,0,0,1,0,0,1
Construction,54,Male,Sub-Saharan Africa,Lombardia,2.3,Basic,50,1,0,1,1,1,1
Hospitality,18,Female,Southeast Asia,Emilia-Romagna,3.6,Basic,53,0,0,1,0,0,1
Gig Economy,40,Female,Sub-Saharan Africa,Lazio,1.1,None,60,0,0,1,1,1,1
Logistics,30,Female,Sub-Saharan Africa,Lombardia,11.3,Intermediate,57,0,0,0,0,1,0
Hospitality,38,Female,Sub-Saharan Africa,Sicilia,3.6,Intermediate,53,0,0,0,0,1,1
Logistics,35,Female,Sub-Saharan Africa,Lazio,1.5,None,61,0,0,0,0,0,0
Hospitality,26,Male,Sub-Saharan Africa,Puglia,2.4,None,52,0,0,1,0,0,1
Hospitality,33,Male,Eastern Europe,Toscana,6.6,Basic,61,1,1,0,0,0,0
Hospitality,18,Female,Sub-Saharan Africa,Piemonte,0.7,Basic,70,0,0,1,0,1,1
Domestic Work,36,Male,North Africa,Lazio,1.4,Intermediate,65,1,0,1,0,0,1
Gig Economy,34,Male,South Asia,Lazio,4.6,Intermediate,50,0,0,1,0,1,0
Domestic Work,37,Female,Sub-Saharan Africa,Veneto,1.5,Basic,50,1,1,0,0,1,1
Gig Economy,40,Male,North Africa,Lombardia,6.3,Fluent,62,1,0,1,0,0,0
Logistics,34,Female,Middle East,Lazio,0.6,Basic,56,1,0,1,0,1,1
Gig Economy,33,Female,Sub-Saharan Africa,Lazio,5.8,Intermediate,55,1,1,1,0,0,0
Gig Economy,24,Male,Eastern Europe,Lombardia,0.5,Basic,40,0,0,1,0,1,0
Hospitality,26,Female,Sub-Saharan Africa,Lazio,0.5,Basic,52,0,0,1,0,1,1
Agriculture,41,Male,South Asia,Piemonte,9.1,Intermediate,69,0,0,1,0,1,0
Hospitality,43,Male,South Asia,Lombardia,3.5,Fluent,49,1,0,1,0,1,1
Agriculture,30,Male,Sub-Saharan Africa,Lombardia,1.7,Fluent,58,0,0,1,0,0,1
Agriculture,32,Male,South Asia,Emilia-Romagna,1.1,None,47,0,0,1,1,1,1
Hospitality,24,Male,South Asia,Calabria,3.8,None,71,0,0,1,0,0,0
Hospitality,41,Male,Latin America,Lazio,2.8,Fluent,65,0,0,1,0,1,1
Construction,37,Male,South Asia,Lombardia,19.1,Basic,56,0,0,1,0,1,1
Gig Economy,47,Male,North Africa,Emilia-Romagna,16.3,Fluent,54,0,0,1,0,0,1
Hospitality,24,Female,Sub-Saharan Africa,Puglia,4.0,Basic,58,0,0,1,0,1,1
Domestic Work,28,Female,North Africa,Piemonte,2.3,None,59,0,0,1,0,1,1
Hospitality,33,Male,North Africa,Emilia-Romagna,2.7,None,50,0,0,0,0,1,1
Agriculture,37,Male,Sub-Saharan Africa,Lazio,4.6,Basic,65,0,0,1,1,1,0
Domestic Work,30,Male,Sub-Saharan Africa,Veneto,0.5,None,56,0,0,1,0,0,0
Hospitality,25,Male,Eastern Europe,Lombardia,1.6,Basic,64,0,0,0,0,1,0
Hospitality,39,Female,Southeast Asia,Toscana,0.5,Basic,36,0,0,0,0,1,0
Hospitality,37,Female,Sub-Saharan Africa,Toscana,0.5,Fluent,50,1,1,1,0,1,1
Logistics,24,Male,South Asia,Calabria,0.9,None,49,0,0,1,0,0,1
Hospitality,42,Male,Southeast Asia,Lazio,2.7,Basic,56,1,0,1,0,0,1
Agriculture,41,Male,Sub-Saharan Africa,Lombardia,6.1,Intermediate,43,0,0,1,0,1,1
Hospitality,33,Female,North Africa,Veneto,2.7,Basic,38,0,0,1,0,1,0
Gig Economy,32,Male,Sub-Saharan Africa,Toscana,1.6,Basic,67,0,0,0,0,1,1
Domestic Work,36,Female,South Asia,Piemonte,0.5,None,52,0,0,1,0,0,0
Construction,25,Female,North Africa,Lombardia,3.2,None,55,0,0,0,1,1,1
Agriculture,32,Male,North Africa,Lazio,1.3,None,62,0,0,1,1,1,1
Logistics,18,Male,Sub-Saharan Africa,Veneto,3.8,None,59,0,0,1,1,0,1
Agriculture,39,Female,North Africa,Lazio,15.1,Intermediate,67,0,0,0,0,0,1
Gig Economy,19,Male,Latin America,Sicilia,0.5,None,44,0,0,1,0,1,1
Gig Economy,44,Male,North Africa,Veneto,1.0,Intermediate,51,0,0,0,0,1,1
Hospitality,29,Male,South Asia,Piemonte,2.6,Fluent,56,0,0,0,0,0,0
Domestic Work,30,Female,North Africa,Emilia-Romagna,13.8,Fluent,39,0,0,1,0,1,1
Gig Economy,26,Female,Eastern Europe,Piemonte,5.9,Fluent,60,0,0,1,0,1,1
Hospitality,29,Female,Latin America,Lazio,9.1,Basic,51,0,0,0,0,0,0
Logistics,43,Female,Eastern Europe,Sicilia,1.6,Basic,66,0,0,1,0,1,1
Gig Economy,18,Female,South Asia,Lazio,19.3,Basic,50,0,0,1,0,0,0
Construction,42,Female,Eastern Europe,Veneto,0.5,Basic,68,0,0,1,0,0,1
Agriculture,34,Male,Eastern Europe,Lazio,0.5,Intermediate,51,0,0,1,0,0,1
Construction,22,Male,South Asia,Veneto,7.7,Fluent,46,0,0,1,0,1,1
Hospitality,23,Female,North Africa,Lazio,10.5,Intermediate,47,0,0,0,0,1,1
Gig Economy,45,Female,Sub-Saharan Africa,Lazio,0.5,Basic,51,0,0,1,0,1,1
Gig Economy,24,Male,Eastern Europe,Calabria,0.5,None,62,0,0,1,0,1,1
Hospitality,22,Male,Sub-Saharan Africa,Lombardia,0.5,None,67,0,0,1,0,1,1
Logistics,41,Female,North Africa,Piemonte,0.5,Basic,39,0,0,1,0,1,1
Construction,34,Female,Southeast Asia,Calabria,0.9,None,56,0,0,1,0,1,1
Hospitality,24,Male,Latin America,Lombardia,14.0,Fluent,29,0,0,1,0,0,1
Gig Economy,33,Male,Southeast Asia,Toscana,4.4,None,56,0,0,0,0,1,1
Hospitality,23,Male,Middle East,Lazio,6.0,Fluent,63,0,0,1,0,1,1
Hospitality,40,Male,South Asia,Lombardia,6.0,Intermediate,54,1,1,0,1,0,1
Hospitality,40,Male,Eastern Europe,Campania,3.1,Intermediate,55,0,0,0,0,0,1
Domestic Work,36,Male,North Africa,Puglia,6.4,Fluent,48,0,0,0,0,1,1
Construction,34,Male,Southeast Asia,Lombardia,3.6,Fluent,48,0,0,1,1,0,0
Domestic Work,46,Male,Sub-Saharan Africa,Emilia-Romagna,1.5,None,51,0,0,0,1,1,1
Gig Economy,31,Female,Middle East,Veneto,3.3,Fluent,48,0,0,1,0,1,1
Hospitality,22,Female,Eastern Europe,Sicilia,3.1,Basic,62,0,0,0,0,1,1
Gig Economy,35,Male,Latin America,Lombardia,6.9,Basic,49,0,0,1,0,1,0
Gig Economy,48,Male,South Asia,Toscana,16.0,Intermediate,43,0,0,1,0,1,1
Construction,23,Female,Sub-Saharan Africa,Toscana,2.1,Intermediate,42,0,0,1,0,0,0
Hospitality,29,Male,Latin America,Emilia-Romagna,5.8,Basic,40,0,0,1,0,1,0
Gig Economy,35,Female,South Asia,Puglia,0.5,Basic,60,1,0,1,0,1,1
Hospitality,31,Female,Latin America,Sicilia,6.0,Intermediate,51,0,0,1,0,1,1
Logistics,24,Male,South Asia,Lombardia,1.9,None,60,0,0,1,0,1,1
Agriculture,40,Female,Eastern Europe,Veneto,0.5,Intermediate,74,0,0,1,1,0,0
Gig Economy,50,Male,Sub-Saharan Africa,Campania,1.8,None,45,0,0,1,0,0,1
Logistics,33,Male,Eastern Europe,Lazio,3.8,Fluent,52,0,0,0,0,1,0
Logistics,24,Female,Eastern Europe,Campania,0.5,None,56,0,0,1,0,1,1
Gig Economy,19,Male,Sub-Saharan Africa,Campania,10.3,Intermediate,50,0,0,1,0,0,1
Construction,34,Female,South Asia,Campania,0.5,None,70,0,0,0,1,1,1
Domestic Work,40,Male,South Asia,Calabria,10.6,Basic,60,0,0,1,0,0,0
Domestic Work,35,Male,North Africa,Lombardia,4.9,Basic,52,1,0,0,0,1,1
Construction,31,Male,North Africa,Puglia,1.6,None,66,0,0,1,0,0,1
Logistics,27,Female,Eastern Europe,Veneto,2.0,None,56,0,0,1,0,1,1
Agriculture,23,Male,North Africa,Emilia-Romagna,5.4,Basic,62,0,0,1,0,1,1
Gig Economy,38,Male,North Africa,Sicilia,3.7,Basic,47,0,0,1,1,1,1
Logistics,39,Female,Sub-Saharan Africa,Campania,4.5,Intermediate,47,0,0,0,0,0,1
Construction,19,Male,South Asia,Campania,2.0,Basic,64,0,0,1,0,0,1
Hospitality,44,Female,Sub-Saharan Africa,Campania,2.7,Intermediate,59,1,0,1,0,0,1
Domestic Work,36,Male,Middle East,Campania,18.4,Intermediate,48,0,0,0,0,1,0
Gig Economy,43,Female,Southeast Asia,Puglia,1.0,Basic,49,0,0,1,0,0,0
Agriculture,21,Female,Sub-Saharan Africa,Sicilia,2.2,Basic,47,0,0,1,0,1,1
Agriculture,21,Male,North Africa,Lombardia,1.4,Basic,52,0,0,1,0,0,1
Domestic Work,30,Male,Latin America,Lombardia,5.8,Intermediate,50,1,0,0,0,0,1
Agriculture,36,Female,North Africa,Campania,5.8,None,55,0,0,1,0,1,0
Agriculture,46,Male,South Asia,Lombardia,1.4,Intermediate,58,1,0,1,1,0,1
Hospitality,37,Female,South Asia,Emilia-Romagna,0.5,Basic,54,1,0,1,0,0,1
Gig Economy,30,Male,North Africa,Lombardia,0.5,None,44,0,0,1,0,0,1
Hospitality,23,Male,Middle East,Veneto,2.2,Intermediate,47,1,0,1,0,0,1
Agriculture,41,Male,Eastern Europe,Lombardia,2.1,None,47,0,0,1,0,0,1
Gig Economy,24,Female,South Asia,Lazio,17.8,Basic,48,0,0,1,0,0,0
Agriculture,45,Male,Sub-Saharan Africa,Toscana,2.5,None,64,0,0,1,1,1,0
Hospitality,29,Female,Latin America,Veneto,1.2,Intermediate,41,1,0,0,0,1,1
Hospitality,44,Female,Latin America,Calabria,8.9,Fluent,54,1,0,0,0,0,1
Agriculture,37,Male,Eastern Europe,Sicilia,2.7,Intermediate,62,0,0,1,0,1,1
Hospitality,30,Male,Eastern Europe,Campania,3.7,None,47,1,0,1,1,0,0
Hospitality,27,Female,South Asia,Lombardia,0.5,Basic,66,0,0,1,0,1,1
Hospitality,29,Male,Latin America,Sicilia,1.9,Intermediate,51,1,0,1,0,1,1
Domestic Work,35,Female,Latin America,Puglia,11.5,Basic,47,0,0,1,0,0,1
Agriculture,32,Male,Sub-Saharan Africa,Sicilia,3.6,Intermediate,58,0,0,1,0,1,1
Logistics,27,Male,Eastern Europe,Lombardia,1.7,None,43,0,0,1,0,0,1
Logistics,30,Female,Sub-Saharan Africa,Calabria,3.9,Basic,66,1,1,0,0,0,1
Logistics,32,Male,South Asia,Lazio,9.7,Intermediate,50,0,0,1,0,1,1
